iphi,phi min,phi max,ieta,eta min,eta max
113,2.675262,2.699806,48,0.002796,0.026897
113,2.675262,2.699806,49,0.026897,0.050998
112,2.650719,2.675262,48,0.002796,0.026897
112,2.650719,2.675262,49,0.026897,0.050998
119,2.822525,2.847068,62,0.350283,0.374812
119,2.822525,2.847068,63,0.374812,0.399340
118,2.797981,2.822525,62,0.350283,0.374812
118,2.797981,2.822525,63,0.374812,0.399340
119,2.822525,2.847068,60,0.300437,0.325188
119,2.822525,2.847068,61,0.325188,0.349939
118,2.797981,2.822525,60,0.300437,0.325188
118,2.797981,2.822525,61,0.325188,0.349939
119,2.822525,2.847068,58,0.250129,0.275110
119,2.822525,2.847068,59,0.275110,0.300091
118,2.797981,2.822525,58,0.250129,0.275110
118,2.797981,2.822525,59,0.275110,0.300091
119,2.822525,2.847068,56,0.199342,0.224561
119,2.822525,2.847068,57,0.224561,0.249781
118,2.797981,2.822525,56,0.199342,0.224561
118,2.797981,2.822525,57,0.224561,0.249781
117,2.773437,2.797981,62,0.350283,0.374812
117,2.773437,2.797981,63,0.374812,0.399340
116,2.748893,2.773437,62,0.350283,0.374812
116,2.748893,2.773437,63,0.374812,0.399340
117,2.773437,2.797981,60,0.300437,0.325188
117,2.773437,2.797981,61,0.325188,0.349939
116,2.748893,2.773437,60,0.300437,0.325188
116,2.748893,2.773437,61,0.325188,0.349939
117,2.773437,2.797981,58,0.250129,0.275110
117,2.773437,2.797981,59,0.275110,0.300091
116,2.748893,2.773437,58,0.250129,0.275110
116,2.748893,2.773437,59,0.275110,0.300091
117,2.773437,2.797981,56,0.199342,0.224561
117,2.773437,2.797981,57,0.224561,0.249781
116,2.748893,2.773437,56,0.199342,0.224561
116,2.748893,2.773437,57,0.224561,0.249781
115,2.724350,2.748893,62,0.350283,0.374812
115,2.724350,2.748893,63,0.374812,0.399340
114,2.699806,2.724350,62,0.350283,0.374812
114,2.699806,2.724350,63,0.374812,0.399340
115,2.724350,2.748893,60,0.300437,0.325188
115,2.724350,2.748893,61,0.325188,0.349939
114,2.699806,2.724350,60,0.300437,0.325188
114,2.699806,2.724350,61,0.325188,0.349939
115,2.724350,2.748893,58,0.250129,0.275110
115,2.724350,2.748893,59,0.275110,0.300091
114,2.699806,2.724350,58,0.250129,0.275110
114,2.699806,2.724350,59,0.275110,0.300091
115,2.724350,2.748893,56,0.199342,0.224561
115,2.724350,2.748893,57,0.224561,0.249781
114,2.699806,2.724350,56,0.199342,0.224561
114,2.699806,2.724350,57,0.224561,0.249781
113,2.675262,2.699806,62,0.350283,0.374812
113,2.675262,2.699806,63,0.374812,0.399340
112,2.650719,2.675262,62,0.350283,0.374812
112,2.650719,2.675262,63,0.374812,0.399340
113,2.675262,2.699806,60,0.300437,0.325188
113,2.675262,2.699806,61,0.325188,0.349939
112,2.650719,2.675262,60,0.300437,0.325188
112,2.650719,2.675262,61,0.325188,0.349939
113,2.675262,2.699806,58,0.250129,0.275110
113,2.675262,2.699806,59,0.275110,0.300091
112,2.650719,2.675262,58,0.250129,0.275110
112,2.650719,2.675262,59,0.275110,0.300091
113,2.675262,2.699806,56,0.199342,0.224561
113,2.675262,2.699806,57,0.224561,0.249781
112,2.650719,2.675262,56,0.199342,0.224561
112,2.650719,2.675262,57,0.224561,0.249781
119,2.822525,2.847068,70,0.545310,0.569000
119,2.822525,2.847068,71,0.569000,0.592690
118,2.797981,2.822525,70,0.545310,0.569000
118,2.797981,2.822525,71,0.569000,0.592690
119,2.822525,2.847068,68,0.497186,0.521080
119,2.822525,2.847068,69,0.521080,0.544974
118,2.797981,2.822525,68,0.497186,0.521080
118,2.797981,2.822525,69,0.521080,0.544974
119,2.822525,2.847068,66,0.448646,0.472747
119,2.822525,2.847068,67,0.472747,0.496848
118,2.797981,2.822525,66,0.448646,0.472747
118,2.797981,2.822525,67,0.472747,0.496848
119,2.822525,2.847068,64,0.399682,0.423994
119,2.822525,2.847068,65,0.423994,0.448306
118,2.797981,2.822525,64,0.399682,0.423994
118,2.797981,2.822525,65,0.423994,0.448306
117,2.773437,2.797981,70,0.545310,0.569000
117,2.773437,2.797981,71,0.569000,0.592690
116,2.748893,2.773437,70,0.545310,0.569000
116,2.748893,2.773437,71,0.569000,0.592690
117,2.773437,2.797981,68,0.497186,0.521080
117,2.773437,2.797981,69,0.521080,0.544974
116,2.748893,2.773437,68,0.497186,0.521080
116,2.748893,2.773437,69,0.521080,0.544974
117,2.773437,2.797981,66,0.448646,0.472747
117,2.773437,2.797981,67,0.472747,0.496848
116,2.748893,2.773437,66,0.448646,0.472747
116,2.748893,2.773437,67,0.472747,0.496848
117,2.773437,2.797981,64,0.399682,0.423994
117,2.773437,2.797981,65,0.423994,0.448306
116,2.748893,2.773437,64,0.399682,0.423994
116,2.748893,2.773437,65,0.423994,0.448306
115,2.724350,2.748893,70,0.545310,0.569000
115,2.724350,2.748893,71,0.569000,0.592690
114,2.699806,2.724350,70,0.545310,0.569000
114,2.699806,2.724350,71,0.569000,0.592690
115,2.724350,2.748893,68,0.497186,0.521080
115,2.724350,2.748893,69,0.521080,0.544974
114,2.699806,2.724350,68,0.497186,0.521080
114,2.699806,2.724350,69,0.521080,0.544974
115,2.724350,2.748893,66,0.448646,0.472747
115,2.724350,2.748893,67,0.472747,0.496848
114,2.699806,2.724350,66,0.448646,0.472747
114,2.699806,2.724350,67,0.472747,0.496848
115,2.724350,2.748893,64,0.399682,0.423994
115,2.724350,2.748893,65,0.423994,0.448306
114,2.699806,2.724350,64,0.399682,0.423994
114,2.699806,2.724350,65,0.423994,0.448306
113,2.675262,2.699806,70,0.545310,0.569000
113,2.675262,2.699806,71,0.569000,0.592690
112,2.650719,2.675262,70,0.545310,0.569000
112,2.650719,2.675262,71,0.569000,0.592690
113,2.675262,2.699806,68,0.497186,0.521080
113,2.675262,2.699806,69,0.521080,0.544974
112,2.650719,2.675262,68,0.497186,0.521080
112,2.650719,2.675262,69,0.521080,0.544974
113,2.675262,2.699806,66,0.448646,0.472747
113,2.675262,2.699806,67,0.472747,0.496848
112,2.650719,2.675262,66,0.448646,0.472747
112,2.650719,2.675262,67,0.472747,0.496848
113,2.675262,2.699806,64,0.399682,0.423994
113,2.675262,2.699806,65,0.423994,0.448306
112,2.650719,2.675262,64,0.399682,0.423994
112,2.650719,2.675262,65,0.423994,0.448306
119,2.822525,2.847068,78,0.733744,0.756634
119,2.822525,2.847068,79,0.756634,0.779524
118,2.797981,2.822525,78,0.733744,0.756634
118,2.797981,2.822525,79,0.756634,0.779524
119,2.822525,2.847068,76,0.687239,0.710327
119,2.822525,2.847068,77,0.710327,0.733416
118,2.797981,2.822525,76,0.687239,0.710327
118,2.797981,2.822525,77,0.710327,0.733416
119,2.822525,2.847068,74,0.640332,0.663620
119,2.822525,2.847068,75,0.663620,0.686909
118,2.797981,2.822525,74,0.640332,0.663620
118,2.797981,2.822525,75,0.663620,0.686909
119,2.822525,2.847068,72,0.593024,0.616512
119,2.822525,2.847068,73,0.616512,0.640000
118,2.797981,2.822525,72,0.593024,0.616512
118,2.797981,2.822525,73,0.616512,0.640000
117,2.773437,2.797981,78,0.733744,0.756634
117,2.773437,2.797981,79,0.756634,0.779524
116,2.748893,2.773437,78,0.733744,0.756634
116,2.748893,2.773437,79,0.756634,0.779524
117,2.773437,2.797981,76,0.687239,0.710327
117,2.773437,2.797981,77,0.710327,0.733416
116,2.748893,2.773437,76,0.687239,0.710327
116,2.748893,2.773437,77,0.710327,0.733416
117,2.773437,2.797981,74,0.640332,0.663620
117,2.773437,2.797981,75,0.663620,0.686909
116,2.748893,2.773437,74,0.640332,0.663620
116,2.748893,2.773437,75,0.663620,0.686909
117,2.773437,2.797981,72,0.593024,0.616512
117,2.773437,2.797981,73,0.616512,0.640000
116,2.748893,2.773437,72,0.593024,0.616512
116,2.748893,2.773437,73,0.616512,0.640000
115,2.724350,2.748893,78,0.733744,0.756634
115,2.724350,2.748893,79,0.756634,0.779524
114,2.699806,2.724350,78,0.733744,0.756634
114,2.699806,2.724350,79,0.756634,0.779524
115,2.724350,2.748893,76,0.687239,0.710327
115,2.724350,2.748893,77,0.710327,0.733416
114,2.699806,2.724350,76,0.687239,0.710327
114,2.699806,2.724350,77,0.710327,0.733416
115,2.724350,2.748893,74,0.640332,0.663620
115,2.724350,2.748893,75,0.663620,0.686909
114,2.699806,2.724350,74,0.640332,0.663620
114,2.699806,2.724350,75,0.663620,0.686909
115,2.724350,2.748893,72,0.593024,0.616512
115,2.724350,2.748893,73,0.616512,0.640000
114,2.699806,2.724350,72,0.593024,0.616512
114,2.699806,2.724350,73,0.616512,0.640000
113,2.675262,2.699806,78,0.733744,0.756634
113,2.675262,2.699806,79,0.756634,0.779524
112,2.650719,2.675262,78,0.733744,0.756634
112,2.650719,2.675262,79,0.756634,0.779524
113,2.675262,2.699806,76,0.687239,0.710327
113,2.675262,2.699806,77,0.710327,0.733416
112,2.650719,2.675262,76,0.687239,0.710327
112,2.650719,2.675262,77,0.710327,0.733416
113,2.675262,2.699806,74,0.640332,0.663620
113,2.675262,2.699806,75,0.663620,0.686909
112,2.650719,2.675262,74,0.640332,0.663620
112,2.650719,2.675262,75,0.663620,0.686909
113,2.675262,2.699806,72,0.593024,0.616512
113,2.675262,2.699806,73,0.616512,0.640000
112,2.650719,2.675262,72,0.593024,0.616512
112,2.650719,2.675262,73,0.616512,0.640000
119,2.822525,2.847068,86,0.915759,0.937848
119,2.822525,2.847068,87,0.937848,0.959937
118,2.797981,2.822525,86,0.915759,0.937848
118,2.797981,2.822525,87,0.937848,0.959937
119,2.822525,2.847068,84,0.870859,0.893150
119,2.822525,2.847068,85,0.893150,0.915440
118,2.797981,2.822525,84,0.870859,0.893150
118,2.797981,2.822525,85,0.893150,0.915440
119,2.822525,2.847068,82,0.825555,0.848046
119,2.822525,2.847068,83,0.848046,0.870537
118,2.797981,2.822525,82,0.825555,0.848046
118,2.797981,2.822525,83,0.848046,0.870537
119,2.822525,2.847068,80,0.779850,0.802541
119,2.822525,2.847068,81,0.802541,0.825231
118,2.797981,2.822525,80,0.779850,0.802541
118,2.797981,2.822525,81,0.802541,0.825231
117,2.773437,2.797981,86,0.915759,0.937848
117,2.773437,2.797981,87,0.937848,0.959937
116,2.748893,2.773437,86,0.915759,0.937848
116,2.748893,2.773437,87,0.937848,0.959937
117,2.773437,2.797981,84,0.870859,0.893150
117,2.773437,2.797981,85,0.893150,0.915440
116,2.748893,2.773437,84,0.870859,0.893150
116,2.748893,2.773437,85,0.893150,0.915440
117,2.773437,2.797981,82,0.825555,0.848046
117,2.773437,2.797981,83,0.848046,0.870537
116,2.748893,2.773437,82,0.825555,0.848046
116,2.748893,2.773437,83,0.848046,0.870537
117,2.773437,2.797981,80,0.779850,0.802541
117,2.773437,2.797981,81,0.802541,0.825231
116,2.748893,2.773437,80,0.779850,0.802541
116,2.748893,2.773437,81,0.802541,0.825231
115,2.724350,2.748893,86,0.915759,0.937848
115,2.724350,2.748893,87,0.937848,0.959937
114,2.699806,2.724350,86,0.915759,0.937848
114,2.699806,2.724350,87,0.937848,0.959937
115,2.724350,2.748893,84,0.870859,0.893150
115,2.724350,2.748893,85,0.893150,0.915440
114,2.699806,2.724350,84,0.870859,0.893150
114,2.699806,2.724350,85,0.893150,0.915440
115,2.724350,2.748893,82,0.825555,0.848046
115,2.724350,2.748893,83,0.848046,0.870537
114,2.699806,2.724350,82,0.825555,0.848046
114,2.699806,2.724350,83,0.848046,0.870537
115,2.724350,2.748893,80,0.779850,0.802541
115,2.724350,2.748893,81,0.802541,0.825231
114,2.699806,2.724350,80,0.779850,0.802541
114,2.699806,2.724350,81,0.802541,0.825231
113,2.675262,2.699806,86,0.915759,0.937848
113,2.675262,2.699806,87,0.937848,0.959937
112,2.650719,2.675262,86,0.915759,0.937848
112,2.650719,2.675262,87,0.937848,0.959937
113,2.675262,2.699806,84,0.870859,0.893150
113,2.675262,2.699806,85,0.893150,0.915440
112,2.650719,2.675262,84,0.870859,0.893150
112,2.650719,2.675262,85,0.893150,0.915440
113,2.675262,2.699806,82,0.825555,0.848046
113,2.675262,2.699806,83,0.848046,0.870537
112,2.650719,2.675262,82,0.825555,0.848046
112,2.650719,2.675262,83,0.848046,0.870537
113,2.675262,2.699806,80,0.779850,0.802541
113,2.675262,2.699806,81,0.802541,0.825231
112,2.650719,2.675262,80,0.779850,0.802541
112,2.650719,2.675262,81,0.802541,0.825231
119,2.822525,2.847068,94,1.091275,1.112542
119,2.822525,2.847068,95,1.112542,1.133810
118,2.797981,2.822525,94,1.091275,1.112542
118,2.797981,2.822525,95,1.112542,1.133810
119,2.822525,2.847068,92,1.048015,1.069490
119,2.822525,2.847068,93,1.069490,1.090965
118,2.797981,2.822525,92,1.048015,1.069490
118,2.797981,2.822525,93,1.069490,1.090965
119,2.822525,2.847068,90,1.004340,1.026021
119,2.822525,2.847068,91,1.026021,1.047703
118,2.797981,2.822525,90,1.004340,1.026021
118,2.797981,2.822525,91,1.026021,1.047703
119,2.822525,2.847068,88,0.960254,0.982140
119,2.822525,2.847068,89,0.982140,1.004026
118,2.797981,2.822525,88,0.960254,0.982140
118,2.797981,2.822525,89,0.982140,1.004026
117,2.773437,2.797981,94,1.091275,1.112542
117,2.773437,2.797981,95,1.112542,1.133810
116,2.748893,2.773437,94,1.091275,1.112542
116,2.748893,2.773437,95,1.112542,1.133810
117,2.773437,2.797981,92,1.048015,1.069490
117,2.773437,2.797981,93,1.069490,1.090965
116,2.748893,2.773437,92,1.048015,1.069490
116,2.748893,2.773437,93,1.069490,1.090965
117,2.773437,2.797981,90,1.004340,1.026021
117,2.773437,2.797981,91,1.026021,1.047703
116,2.748893,2.773437,90,1.004340,1.026021
116,2.748893,2.773437,91,1.026021,1.047703
117,2.773437,2.797981,88,0.960254,0.982140
117,2.773437,2.797981,89,0.982140,1.004026
116,2.748893,2.773437,88,0.960254,0.982140
116,2.748893,2.773437,89,0.982140,1.004026
115,2.724350,2.748893,94,1.091275,1.112542
115,2.724350,2.748893,95,1.112542,1.133810
114,2.699806,2.724350,94,1.091275,1.112542
114,2.699806,2.724350,95,1.112542,1.133810
115,2.724350,2.748893,92,1.048015,1.069490
115,2.724350,2.748893,93,1.069490,1.090965
114,2.699806,2.724350,92,1.048015,1.069490
114,2.699806,2.724350,93,1.069490,1.090965
115,2.724350,2.748893,90,1.004340,1.026021
115,2.724350,2.748893,91,1.026021,1.047703
114,2.699806,2.724350,90,1.004340,1.026021
114,2.699806,2.724350,91,1.026021,1.047703
115,2.724350,2.748893,88,0.960254,0.982140
115,2.724350,2.748893,89,0.982140,1.004026
114,2.699806,2.724350,88,0.960254,0.982140
114,2.699806,2.724350,89,0.982140,1.004026
113,2.675262,2.699806,94,1.091275,1.112542
113,2.675262,2.699806,95,1.112542,1.133810
112,2.650719,2.675262,94,1.091275,1.112542
112,2.650719,2.675262,95,1.112542,1.133810
113,2.675262,2.699806,92,1.048015,1.069490
113,2.675262,2.699806,93,1.069490,1.090965
112,2.650719,2.675262,92,1.048015,1.069490
112,2.650719,2.675262,93,1.069490,1.090965
113,2.675262,2.699806,90,1.004340,1.026021
113,2.675262,2.699806,91,1.026021,1.047703
112,2.650719,2.675262,90,1.004340,1.026021
112,2.650719,2.675262,91,1.026021,1.047703
113,2.675262,2.699806,88,0.960254,0.982140
113,2.675262,2.699806,89,0.982140,1.004026
112,2.650719,2.675262,88,0.960254,0.982140
112,2.650719,2.675262,89,0.982140,1.004026
120,2.847068,2.871612,41,-0.173523,-0.148054
120,2.847068,2.871612,40,-0.198991,-0.173523
121,2.871612,2.896156,41,-0.173523,-0.148054
121,2.871612,2.896156,40,-0.198991,-0.173523
120,2.847068,2.871612,43,-0.123759,-0.099833
120,2.847068,2.871612,42,-0.147685,-0.123759
121,2.871612,2.896156,43,-0.123759,-0.099833
121,2.871612,2.896156,42,-0.147685,-0.123759
120,2.847068,2.871612,45,-0.075416,-0.051375
120,2.847068,2.871612,44,-0.099457,-0.075416
121,2.871612,2.896156,45,-0.075416,-0.051375
121,2.871612,2.896156,44,-0.099457,-0.075416
120,2.847068,2.871612,47,-0.026897,-0.002796
120,2.847068,2.871612,46,-0.050998,-0.026897
121,2.871612,2.896156,47,-0.026897,-0.002796
121,2.871612,2.896156,46,-0.050998,-0.026897
122,2.896156,2.920699,41,-0.173523,-0.148054
122,2.896156,2.920699,40,-0.198991,-0.173523
123,2.920699,2.945243,41,-0.173523,-0.148054
123,2.920699,2.945243,40,-0.198991,-0.173523
122,2.896156,2.920699,43,-0.123759,-0.099833
122,2.896156,2.920699,42,-0.147685,-0.123759
123,2.920699,2.945243,43,-0.123759,-0.099833
123,2.920699,2.945243,42,-0.147685,-0.123759
122,2.896156,2.920699,45,-0.075416,-0.051375
122,2.896156,2.920699,44,-0.099457,-0.075416
123,2.920699,2.945243,45,-0.075416,-0.051375
123,2.920699,2.945243,44,-0.099457,-0.075416
122,2.896156,2.920699,47,-0.026897,-0.002796
122,2.896156,2.920699,46,-0.050998,-0.026897
123,2.920699,2.945243,47,-0.026897,-0.002796
123,2.920699,2.945243,46,-0.050998,-0.026897
124,2.945243,2.969787,41,-0.173523,-0.148054
124,2.945243,2.969787,40,-0.198991,-0.173523
125,2.969787,2.994330,41,-0.173523,-0.148054
125,2.969787,2.994330,40,-0.198991,-0.173523
124,2.945243,2.969787,43,-0.123759,-0.099833
124,2.945243,2.969787,42,-0.147685,-0.123759
125,2.969787,2.994330,43,-0.123759,-0.099833
125,2.969787,2.994330,42,-0.147685,-0.123759
124,2.945243,2.969787,45,-0.075416,-0.051375
124,2.945243,2.969787,44,-0.099457,-0.075416
125,2.969787,2.994330,45,-0.075416,-0.051375
125,2.969787,2.994330,44,-0.099457,-0.075416
124,2.945243,2.969787,47,-0.026897,-0.002796
124,2.945243,2.969787,46,-0.050998,-0.026897
125,2.969787,2.994330,47,-0.026897,-0.002796
125,2.969787,2.994330,46,-0.050998,-0.026897
126,2.994330,3.018874,41,-0.173523,-0.148054
126,2.994330,3.018874,40,-0.198991,-0.173523
127,3.018874,3.043418,41,-0.173523,-0.148054
127,3.018874,3.043418,40,-0.198991,-0.173523
126,2.994330,3.018874,43,-0.123759,-0.099833
126,2.994330,3.018874,42,-0.147685,-0.123759
127,3.018874,3.043418,43,-0.123759,-0.099833
127,3.018874,3.043418,42,-0.147685,-0.123759
126,2.994330,3.018874,45,-0.075416,-0.051375
126,2.994330,3.018874,44,-0.099457,-0.075416
127,3.018874,3.043418,45,-0.075416,-0.051375
127,3.018874,3.043418,44,-0.099457,-0.075416
126,2.994330,3.018874,47,-0.026897,-0.002796
126,2.994330,3.018874,46,-0.050998,-0.026897
127,3.018874,3.043418,47,-0.026897,-0.002796
127,3.018874,3.043418,46,-0.050998,-0.026897
120,2.847068,2.871612,33,-0.374812,-0.350283
120,2.847068,2.871612,32,-0.399340,-0.374812
121,2.871612,2.896156,33,-0.374812,-0.350283
121,2.871612,2.896156,32,-0.399340,-0.374812
120,2.847068,2.871612,35,-0.325188,-0.300437
120,2.847068,2.871612,34,-0.349939,-0.325188
121,2.871612,2.896156,35,-0.325188,-0.300437
121,2.871612,2.896156,34,-0.349939,-0.325188
120,2.847068,2.871612,37,-0.275110,-0.250129
120,2.847068,2.871612,36,-0.300091,-0.275110
121,2.871612,2.896156,37,-0.275110,-0.250129
121,2.871612,2.896156,36,-0.300091,-0.275110
120,2.847068,2.871612,39,-0.224561,-0.199342
120,2.847068,2.871612,38,-0.249781,-0.224561
121,2.871612,2.896156,39,-0.224561,-0.199342
121,2.871612,2.896156,38,-0.249781,-0.224561
122,2.896156,2.920699,33,-0.374812,-0.350283
122,2.896156,2.920699,32,-0.399340,-0.374812
123,2.920699,2.945243,33,-0.374812,-0.350283
123,2.920699,2.945243,32,-0.399340,-0.374812
122,2.896156,2.920699,35,-0.325188,-0.300437
122,2.896156,2.920699,34,-0.349939,-0.325188
123,2.920699,2.945243,35,-0.325188,-0.300437
123,2.920699,2.945243,34,-0.349939,-0.325188
122,2.896156,2.920699,37,-0.275110,-0.250129
122,2.896156,2.920699,36,-0.300091,-0.275110
123,2.920699,2.945243,37,-0.275110,-0.250129
123,2.920699,2.945243,36,-0.300091,-0.275110
122,2.896156,2.920699,39,-0.224561,-0.199342
122,2.896156,2.920699,38,-0.249781,-0.224561
123,2.920699,2.945243,39,-0.224561,-0.199342
123,2.920699,2.945243,38,-0.249781,-0.224561
124,2.945243,2.969787,33,-0.374812,-0.350283
124,2.945243,2.969787,32,-0.399340,-0.374812
125,2.969787,2.994330,33,-0.374812,-0.350283
125,2.969787,2.994330,32,-0.399340,-0.374812
124,2.945243,2.969787,35,-0.325188,-0.300437
124,2.945243,2.969787,34,-0.349939,-0.325188
125,2.969787,2.994330,35,-0.325188,-0.300437
125,2.969787,2.994330,34,-0.349939,-0.325188
124,2.945243,2.969787,37,-0.275110,-0.250129
124,2.945243,2.969787,36,-0.300091,-0.275110
125,2.969787,2.994330,37,-0.275110,-0.250129
125,2.969787,2.994330,36,-0.300091,-0.275110
124,2.945243,2.969787,39,-0.224561,-0.199342
124,2.945243,2.969787,38,-0.249781,-0.224561
125,2.969787,2.994330,39,-0.224561,-0.199342
125,2.969787,2.994330,38,-0.249781,-0.224561
126,2.994330,3.018874,33,-0.374812,-0.350283
126,2.994330,3.018874,32,-0.399340,-0.374812
127,3.018874,3.043418,33,-0.374812,-0.350283
127,3.018874,3.043418,32,-0.399340,-0.374812
126,2.994330,3.018874,35,-0.325188,-0.300437
126,2.994330,3.018874,34,-0.349939,-0.325188
127,3.018874,3.043418,35,-0.325188,-0.300437
127,3.018874,3.043418,34,-0.349939,-0.325188
126,2.994330,3.018874,37,-0.275110,-0.250129
126,2.994330,3.018874,36,-0.300091,-0.275110
127,3.018874,3.043418,37,-0.275110,-0.250129
127,3.018874,3.043418,36,-0.300091,-0.275110
126,2.994330,3.018874,39,-0.224561,-0.199342
126,2.994330,3.018874,38,-0.249781,-0.224561
127,3.018874,3.043418,39,-0.224561,-0.199342
127,3.018874,3.043418,38,-0.249781,-0.224561
120,2.847068,2.871612,25,-0.569000,-0.545310
120,2.847068,2.871612,24,-0.592690,-0.569000
121,2.871612,2.896156,25,-0.569000,-0.545310
121,2.871612,2.896156,24,-0.592690,-0.569000
120,2.847068,2.871612,27,-0.521080,-0.497186
120,2.847068,2.871612,26,-0.544974,-0.521080
121,2.871612,2.896156,27,-0.521080,-0.497186
121,2.871612,2.896156,26,-0.544974,-0.521080
120,2.847068,2.871612,29,-0.472747,-0.448646
120,2.847068,2.871612,28,-0.496848,-0.472747
121,2.871612,2.896156,29,-0.472747,-0.448646
121,2.871612,2.896156,28,-0.496848,-0.472747
120,2.847068,2.871612,31,-0.423994,-0.399682
120,2.847068,2.871612,30,-0.448306,-0.423994
121,2.871612,2.896156,31,-0.423994,-0.399682
121,2.871612,2.896156,30,-0.448306,-0.423994
122,2.896156,2.920699,25,-0.569000,-0.545310
122,2.896156,2.920699,24,-0.592690,-0.569000
123,2.920699,2.945243,25,-0.569000,-0.545310
123,2.920699,2.945243,24,-0.592690,-0.569000
122,2.896156,2.920699,27,-0.521080,-0.497186
122,2.896156,2.920699,26,-0.544974,-0.521080
123,2.920699,2.945243,27,-0.521080,-0.497186
123,2.920699,2.945243,26,-0.544974,-0.521080
122,2.896156,2.920699,29,-0.472747,-0.448646
122,2.896156,2.920699,28,-0.496848,-0.472747
123,2.920699,2.945243,29,-0.472747,-0.448646
123,2.920699,2.945243,28,-0.496848,-0.472747
122,2.896156,2.920699,31,-0.423994,-0.399682
122,2.896156,2.920699,30,-0.448306,-0.423994
123,2.920699,2.945243,31,-0.423994,-0.399682
123,2.920699,2.945243,30,-0.448306,-0.423994
124,2.945243,2.969787,25,-0.569000,-0.545310
124,2.945243,2.969787,24,-0.592690,-0.569000
125,2.969787,2.994330,25,-0.569000,-0.545310
125,2.969787,2.994330,24,-0.592690,-0.569000
124,2.945243,2.969787,27,-0.521080,-0.497186
124,2.945243,2.969787,26,-0.544974,-0.521080
125,2.969787,2.994330,27,-0.521080,-0.497186
125,2.969787,2.994330,26,-0.544974,-0.521080
124,2.945243,2.969787,29,-0.472747,-0.448646
124,2.945243,2.969787,28,-0.496848,-0.472747
125,2.969787,2.994330,29,-0.472747,-0.448646
125,2.969787,2.994330,28,-0.496848,-0.472747
124,2.945243,2.969787,31,-0.423994,-0.399682
124,2.945243,2.969787,30,-0.448306,-0.423994
125,2.969787,2.994330,31,-0.423994,-0.399682
125,2.969787,2.994330,30,-0.448306,-0.423994
126,2.994330,3.018874,25,-0.569000,-0.545310
126,2.994330,3.018874,24,-0.592690,-0.569000
127,3.018874,3.043418,25,-0.569000,-0.545310
127,3.018874,3.043418,24,-0.592690,-0.569000
126,2.994330,3.018874,27,-0.521080,-0.497186
126,2.994330,3.018874,26,-0.544974,-0.521080
127,3.018874,3.043418,27,-0.521080,-0.497186
127,3.018874,3.043418,26,-0.544974,-0.521080
126,2.994330,3.018874,29,-0.472747,-0.448646
126,2.994330,3.018874,28,-0.496848,-0.472747
127,3.018874,3.043418,29,-0.472747,-0.448646
127,3.018874,3.043418,28,-0.496848,-0.472747
126,2.994330,3.018874,31,-0.423994,-0.399682
126,2.994330,3.018874,30,-0.448306,-0.423994
127,3.018874,3.043418,31,-0.423994,-0.399682
127,3.018874,3.043418,30,-0.448306,-0.423994
120,2.847068,2.871612,17,-0.756634,-0.733744
120,2.847068,2.871612,16,-0.779524,-0.756634
121,2.871612,2.896156,17,-0.756634,-0.733744
121,2.871612,2.896156,16,-0.779524,-0.756634
120,2.847068,2.871612,19,-0.710327,-0.687239
120,2.847068,2.871612,18,-0.733416,-0.710327
121,2.871612,2.896156,19,-0.710327,-0.687239
121,2.871612,2.896156,18,-0.733416,-0.710327
120,2.847068,2.871612,21,-0.663620,-0.640332
120,2.847068,2.871612,20,-0.686909,-0.663620
121,2.871612,2.896156,21,-0.663620,-0.640332
121,2.871612,2.896156,20,-0.686909,-0.663620
120,2.847068,2.871612,23,-0.616512,-0.593024
120,2.847068,2.871612,22,-0.640000,-0.616512
121,2.871612,2.896156,23,-0.616512,-0.593024
121,2.871612,2.896156,22,-0.640000,-0.616512
122,2.896156,2.920699,17,-0.756634,-0.733744
122,2.896156,2.920699,16,-0.779524,-0.756634
123,2.920699,2.945243,17,-0.756634,-0.733744
123,2.920699,2.945243,16,-0.779524,-0.756634
122,2.896156,2.920699,19,-0.710327,-0.687239
122,2.896156,2.920699,18,-0.733416,-0.710327
123,2.920699,2.945243,19,-0.710327,-0.687239
123,2.920699,2.945243,18,-0.733416,-0.710327
122,2.896156,2.920699,21,-0.663620,-0.640332
122,2.896156,2.920699,20,-0.686909,-0.663620
123,2.920699,2.945243,21,-0.663620,-0.640332
123,2.920699,2.945243,20,-0.686909,-0.663620
122,2.896156,2.920699,23,-0.616512,-0.593024
122,2.896156,2.920699,22,-0.640000,-0.616512
123,2.920699,2.945243,23,-0.616512,-0.593024
123,2.920699,2.945243,22,-0.640000,-0.616512
124,2.945243,2.969787,17,-0.756634,-0.733744
124,2.945243,2.969787,16,-0.779524,-0.756634
125,2.969787,2.994330,17,-0.756634,-0.733744
125,2.969787,2.994330,16,-0.779524,-0.756634
124,2.945243,2.969787,19,-0.710327,-0.687239
124,2.945243,2.969787,18,-0.733416,-0.710327
125,2.969787,2.994330,19,-0.710327,-0.687239
125,2.969787,2.994330,18,-0.733416,-0.710327
124,2.945243,2.969787,21,-0.663620,-0.640332
124,2.945243,2.969787,20,-0.686909,-0.663620
125,2.969787,2.994330,21,-0.663620,-0.640332
125,2.969787,2.994330,20,-0.686909,-0.663620
124,2.945243,2.969787,23,-0.616512,-0.593024
124,2.945243,2.969787,22,-0.640000,-0.616512
