iphi,phi min,phi max,ieta,eta min,eta max
11,0.171806,0.196350,68,0.497186,0.521080
11,0.171806,0.196350,69,0.521080,0.544974
10,0.147262,0.171806,68,0.497186,0.521080
10,0.147262,0.171806,69,0.521080,0.544974
11,0.171806,0.196350,66,0.448646,0.472747
11,0.171806,0.196350,67,0.472747,0.496848
10,0.147262,0.171806,66,0.448646,0.472747
10,0.147262,0.171806,67,0.472747,0.496848
11,0.171806,0.196350,64,0.399682,0.423994
11,0.171806,0.196350,65,0.423994,0.448306
10,0.147262,0.171806,64,0.399682,0.423994
10,0.147262,0.171806,65,0.423994,0.448306
9,0.122718,0.147262,70,0.545310,0.569000
9,0.122718,0.147262,71,0.569000,0.592690
8,0.098175,0.122718,70,0.545310,0.569000
8,0.098175,0.122718,71,0.569000,0.592690
9,0.122718,0.147262,68,0.497186,0.521080
9,0.122718,0.147262,69,0.521080,0.544974
8,0.098175,0.122718,68,0.497186,0.521080
8,0.098175,0.122718,69,0.521080,0.544974
9,0.122718,0.147262,66,0.448646,0.472747
9,0.122718,0.147262,67,0.472747,0.496848
8,0.098175,0.122718,66,0.448646,0.472747
8,0.098175,0.122718,67,0.472747,0.496848
9,0.122718,0.147262,64,0.399682,0.423994
9,0.122718,0.147262,65,0.423994,0.448306
8,0.098175,0.122718,64,0.399682,0.423994
8,0.098175,0.122718,65,0.423994,0.448306
15,0.269981,0.294524,78,0.733744,0.756634
15,0.269981,0.294524,79,0.756634,0.779524
14,0.245437,0.269981,78,0.733744,0.756634
14,0.245437,0.269981,79,0.756634,0.779524
15,0.269981,0.294524,76,0.687239,0.710327
15,0.269981,0.294524,77,0.710327,0.733416
14,0.245437,0.269981,76,0.687239,0.710327
14,0.245437,0.269981,77,0.710327,0.733416
15,0.269981,0.294524,74,0.640332,0.663620
15,0.269981,0.294524,75,0.663620,0.686909
14,0.245437,0.269981,74,0.640332,0.663620
14,0.245437,0.269981,75,0.663620,0.686909
15,0.269981,0.294524,72,0.593024,0.616512
15,0.269981,0.294524,73,0.616512,0.640000
14,0.245437,0.269981,72,0.593024,0.616512
14,0.245437,0.269981,73,0.616512,0.640000
13,0.220893,0.245437,78,0.733744,0.756634
13,0.220893,0.245437,79,0.756634,0.779524
12,0.196350,0.220893,78,0.733744,0.756634
12,0.196350,0.220893,79,0.756634,0.779524
13,0.220893,0.245437,76,0.687239,0.710327
13,0.220893,0.245437,77,0.710327,0.733416
12,0.196350,0.220893,76,0.687239,0.710327
12,0.196350,0.220893,77,0.710327,0.733416
13,0.220893,0.245437,74,0.640332,0.663620
13,0.220893,0.245437,75,0.663620,0.686909
12,0.196350,0.220893,74,0.640332,0.663620
12,0.196350,0.220893,75,0.663620,0.686909
13,0.220893,0.245437,72,0.593024,0.616512
13,0.220893,0.245437,73,0.616512,0.640000
12,0.196350,0.220893,72,0.593024,0.616512
12,0.196350,0.220893,73,0.616512,0.640000
11,0.171806,0.196350,78,0.733744,0.756634
11,0.171806,0.196350,79,0.756634,0.779524
10,0.147262,0.171806,78,0.733744,0.756634
10,0.147262,0.171806,79,0.756634,0.779524
11,0.171806,0.196350,76,0.687239,0.710327
11,0.171806,0.196350,77,0.710327,0.733416
10,0.147262,0.171806,76,0.687239,0.710327
10,0.147262,0.171806,77,0.710327,0.733416
11,0.171806,0.196350,74,0.640332,0.663620
11,0.171806,0.196350,75,0.663620,0.686909
10,0.147262,0.171806,74,0.640332,0.663620
10,0.147262,0.171806,75,0.663620,0.686909
11,0.171806,0.196350,72,0.593024,0.616512
11,0.171806,0.196350,73,0.616512,0.640000
10,0.147262,0.171806,72,0.593024,0.616512
10,0.147262,0.171806,73,0.616512,0.640000
9,0.122718,0.147262,78,0.733744,0.756634
9,0.122718,0.147262,79,0.756634,0.779524
8,0.098175,0.122718,78,0.733744,0.756634
8,0.098175,0.122718,79,0.756634,0.779524
9,0.122718,0.147262,76,0.687239,0.710327
9,0.122718,0.147262,77,0.710327,0.733416
8,0.098175,0.122718,76,0.687239,0.710327
8,0.098175,0.122718,77,0.710327,0.733416
9,0.122718,0.147262,74,0.640332,0.663620
9,0.122718,0.147262,75,0.663620,0.686909
8,0.098175,0.122718,74,0.640332,0.663620
8,0.098175,0.122718,75,0.663620,0.686909
9,0.122718,0.147262,72,0.593024,0.616512
9,0.122718,0.147262,73,0.616512,0.640000
8,0.098175,0.122718,72,0.593024,0.616512
8,0.098175,0.122718,73,0.616512,0.640000
15,0.269981,0.294524,86,0.915759,0.937848
15,0.269981,0.294524,87,0.937848,0.959937
14,0.245437,0.269981,86,0.915759,0.937848
14,0.245437,0.269981,87,0.937848,0.959937
15,0.269981,0.294524,84,0.870859,0.893150
15,0.269981,0.294524,85,0.893150,0.915440
14,0.245437,0.269981,84,0.870859,0.893150
14,0.245437,0.269981,85,0.893150,0.915440
15,0.269981,0.294524,82,0.825555,0.848046
15,0.269981,0.294524,83,0.848046,0.870537
14,0.245437,0.269981,82,0.825555,0.848046
14,0.245437,0.269981,83,0.848046,0.870537
15,0.269981,0.294524,80,0.779850,0.802541
15,0.269981,0.294524,81,0.802541,0.825231
14,0.245437,0.269981,80,0.779850,0.802541
14,0.245437,0.269981,81,0.802541,0.825231
13,0.220893,0.245437,86,0.915759,0.937848
13,0.220893,0.245437,87,0.937848,0.959937
12,0.196350,0.220893,86,0.915759,0.937848
12,0.196350,0.220893,87,0.937848,0.959937
13,0.220893,0.245437,84,0.870859,0.893150
13,0.220893,0.245437,85,0.893150,0.915440
12,0.196350,0.220893,84,0.870859,0.893150
12,0.196350,0.220893,85,0.893150,0.915440
13,0.220893,0.245437,82,0.825555,0.848046
13,0.220893,0.245437,83,0.848046,0.870537
12,0.196350,0.220893,82,0.825555,0.848046
12,0.196350,0.220893,83,0.848046,0.870537
13,0.220893,0.245437,80,0.779850,0.802541
13,0.220893,0.245437,81,0.802541,0.825231
12,0.196350,0.220893,80,0.779850,0.802541
12,0.196350,0.220893,81,0.802541,0.825231
11,0.171806,0.196350,86,0.915759,0.937848
11,0.171806,0.196350,87,0.937848,0.959937
10,0.147262,0.171806,86,0.915759,0.937848
10,0.147262,0.171806,87,0.937848,0.959937
11,0.171806,0.196350,84,0.870859,0.893150
11,0.171806,0.196350,85,0.893150,0.915440
10,0.147262,0.171806,84,0.870859,0.893150
10,0.147262,0.171806,85,0.893150,0.915440
11,0.171806,0.196350,82,0.825555,0.848046
11,0.171806,0.196350,83,0.848046,0.870537
10,0.147262,0.171806,82,0.825555,0.848046
10,0.147262,0.171806,83,0.848046,0.870537
11,0.171806,0.196350,80,0.779850,0.802541
11,0.171806,0.196350,81,0.802541,0.825231
10,0.147262,0.171806,80,0.779850,0.802541
10,0.147262,0.171806,81,0.802541,0.825231
9,0.122718,0.147262,86,0.915759,0.937848
9,0.122718,0.147262,87,0.937848,0.959937
8,0.098175,0.122718,86,0.915759,0.937848
8,0.098175,0.122718,87,0.937848,0.959937
9,0.122718,0.147262,84,0.870859,0.893150
9,0.122718,0.147262,85,0.893150,0.915440
8,0.098175,0.122718,84,0.870859,0.893150
8,0.098175,0.122718,85,0.893150,0.915440
9,0.122718,0.147262,82,0.825555,0.848046
9,0.122718,0.147262,83,0.848046,0.870537
8,0.098175,0.122718,82,0.825555,0.848046
8,0.098175,0.122718,83,0.848046,0.870537
9,0.122718,0.147262,80,0.779850,0.802541
9,0.122718,0.147262,81,0.802541,0.825231
8,0.098175,0.122718,80,0.779850,0.802541
8,0.098175,0.122718,81,0.802541,0.825231
15,0.269981,0.294524,94,1.091275,1.112542
15,0.269981,0.294524,95,1.112542,1.133810
14,0.245437,0.269981,94,1.091275,1.112542
14,0.245437,0.269981,95,1.112542,1.133810
15,0.269981,0.294524,92,1.048015,1.069490
15,0.269981,0.294524,93,1.069490,1.090965
14,0.245437,0.269981,92,1.048015,1.069490
14,0.245437,0.269981,93,1.069490,1.090965
15,0.269981,0.294524,90,1.004340,1.026021
15,0.269981,0.294524,91,1.026021,1.047703
14,0.245437,0.269981,90,1.004340,1.026021
14,0.245437,0.269981,91,1.026021,1.047703
15,0.269981,0.294524,88,0.960254,0.982140
15,0.269981,0.294524,89,0.982140,1.004026
14,0.245437,0.269981,88,0.960254,0.982140
14,0.245437,0.269981,89,0.982140,1.004026
13,0.220893,0.245437,94,1.091275,1.112542
13,0.220893,0.245437,95,1.112542,1.133810
12,0.196350,0.220893,94,1.091275,1.112542
12,0.196350,0.220893,95,1.112542,1.133810
13,0.220893,0.245437,92,1.048015,1.069490
13,0.220893,0.245437,93,1.069490,1.090965
12,0.196350,0.220893,92,1.048015,1.069490
12,0.196350,0.220893,93,1.069490,1.090965
13,0.220893,0.245437,90,1.004340,1.026021
13,0.220893,0.245437,91,1.026021,1.047703
12,0.196350,0.220893,90,1.004340,1.026021
12,0.196350,0.220893,91,1.026021,1.047703
13,0.220893,0.245437,88,0.960254,0.982140
13,0.220893,0.245437,89,0.982140,1.004026
12,0.196350,0.220893,88,0.960254,0.982140
12,0.196350,0.220893,89,0.982140,1.004026
11,0.171806,0.196350,94,1.091275,1.112542
11,0.171806,0.196350,95,1.112542,1.133810
10,0.147262,0.171806,94,1.091275,1.112542
10,0.147262,0.171806,95,1.112542,1.133810
11,0.171806,0.196350,92,1.048015,1.069490
11,0.171806,0.196350,93,1.069490,1.090965
10,0.147262,0.171806,92,1.048015,1.069490
10,0.147262,0.171806,93,1.069490,1.090965
11,0.171806,0.196350,90,1.004340,1.026021
11,0.171806,0.196350,91,1.026021,1.047703
10,0.147262,0.171806,90,1.004340,1.026021
10,0.147262,0.171806,91,1.026021,1.047703
11,0.171806,0.196350,88,0.960254,0.982140
11,0.171806,0.196350,89,0.982140,1.004026
10,0.147262,0.171806,88,0.960254,0.982140
10,0.147262,0.171806,89,0.982140,1.004026
9,0.122718,0.147262,94,1.091275,1.112542
9,0.122718,0.147262,95,1.112542,1.133810
8,0.098175,0.122718,94,1.091275,1.112542
8,0.098175,0.122718,95,1.112542,1.133810
9,0.122718,0.147262,92,1.048015,1.069490
9,0.122718,0.147262,93,1.069490,1.090965
8,0.098175,0.122718,92,1.048015,1.069490
8,0.098175,0.122718,93,1.069490,1.090965
9,0.122718,0.147262,90,1.004340,1.026021
9,0.122718,0.147262,91,1.026021,1.047703
8,0.098175,0.122718,90,1.004340,1.026021
8,0.098175,0.122718,91,1.026021,1.047703
9,0.122718,0.147262,88,0.960254,0.982140
9,0.122718,0.147262,89,0.982140,1.004026
8,0.098175,0.122718,88,0.960254,0.982140
8,0.098175,0.122718,89,0.982140,1.004026
16,0.294524,0.319068,41,-0.173523,-0.148054
16,0.294524,0.319068,40,-0.198991,-0.173523
17,0.319068,0.343612,41,-0.173523,-0.148054
17,0.319068,0.343612,40,-0.198991,-0.173523
16,0.294524,0.319068,43,-0.123759,-0.099833
16,0.294524,0.319068,42,-0.147685,-0.123759
17,0.319068,0.343612,43,-0.123759,-0.099833
17,0.319068,0.343612,42,-0.147685,-0.123759
16,0.294524,0.319068,45,-0.075416,-0.051375
16,0.294524,0.319068,44,-0.099457,-0.075416
17,0.319068,0.343612,45,-0.075416,-0.051375
17,0.319068,0.343612,44,-0.099457,-0.075416
16,0.294524,0.319068,47,-0.026897,-0.002796
16,0.294524,0.319068,46,-0.050998,-0.026897
17,0.319068,0.343612,47,-0.026897,-0.002796
17,0.319068,0.343612,46,-0.050998,-0.026897
18,0.343612,0.368155,41,-0.173523,-0.148054
18,0.343612,0.368155,40,-0.198991,-0.173523
19,0.368155,0.392699,41,-0.173523,-0.148054
19,0.368155,0.392699,40,-0.198991,-0.173523
18,0.343612,0.368155,43,-0.123759,-0.099833
18,0.343612,0.368155,42,-0.147685,-0.123759
19,0.368155,0.392699,43,-0.123759,-0.099833
19,0.368155,0.392699,42,-0.147685,-0.123759
18,0.343612,0.368155,45,-0.075416,-0.051375
18,0.343612,0.368155,44,-0.099457,-0.075416
19,0.368155,0.392699,45,-0.075416,-0.051375
19,0.368155,0.392699,44,-0.099457,-0.075416
18,0.343612,0.368155,47,-0.026897,-0.002796
18,0.343612,0.368155,46,-0.050998,-0.026897
19,0.368155,0.392699,47,-0.026897,-0.002796
19,0.368155,0.392699,46,-0.050998,-0.026897
20,0.392699,0.417243,41,-0.173523,-0.148054
20,0.392699,0.417243,40,-0.198991,-0.173523
21,0.417243,0.441786,41,-0.173523,-0.148054
21,0.417243,0.441786,40,-0.198991,-0.173523
20,0.392699,0.417243,43,-0.123759,-0.099833
20,0.392699,0.417243,42,-0.147685,-0.123759
21,0.417243,0.441786,43,-0.123759,-0.099833
21,0.417243,0.441786,42,-0.147685,-0.123759
20,0.392699,0.417243,45,-0.075416,-0.051375
20,0.392699,0.417243,44,-0.099457,-0.075416
21,0.417243,0.441786,45,-0.075416,-0.051375
21,0.417243,0.441786,44,-0.099457,-0.075416
20,0.392699,0.417243,47,-0.026897,-0.002796
20,0.392699,0.417243,46,-0.050998,-0.026897
21,0.417243,0.441786,47,-0.026897,-0.002796
21,0.417243,0.441786,46,-0.050998,-0.026897
22,0.441786,0.466330,41,-0.173523,-0.148054
22,0.441786,0.466330,40,-0.198991,-0.173523
23,0.466330,0.490874,41,-0.173523,-0.148054
23,0.466330,0.490874,40,-0.198991,-0.173523
22,0.441786,0.466330,43,-0.123759,-0.099833
22,0.441786,0.466330,42,-0.147685,-0.123759
23,0.466330,0.490874,43,-0.123759,-0.099833
23,0.466330,0.490874,42,-0.147685,-0.123759
22,0.441786,0.466330,45,-0.075416,-0.051375
22,0.441786,0.466330,44,-0.099457,-0.075416
23,0.466330,0.490874,45,-0.075416,-0.051375
23,0.466330,0.490874,44,-0.099457,-0.075416
22,0.441786,0.466330,47,-0.026897,-0.002796
22,0.441786,0.466330,46,-0.050998,-0.026897
23,0.466330,0.490874,47,-0.026897,-0.002796
23,0.466330,0.490874,46,-0.050998,-0.026897
16,0.294524,0.319068,33,-0.374812,-0.350283
16,0.294524,0.319068,32,-0.399340,-0.374812
17,0.319068,0.343612,33,-0.374812,-0.350283
17,0.319068,0.343612,32,-0.399340,-0.374812
16,0.294524,0.319068,35,-0.325188,-0.300437
16,0.294524,0.319068,34,-0.349939,-0.325188
17,0.319068,0.343612,35,-0.325188,-0.300437
17,0.319068,0.343612,34,-0.349939,-0.325188
16,0.294524,0.319068,37,-0.275110,-0.250129
16,0.294524,0.319068,36,-0.300091,-0.275110
17,0.319068,0.343612,37,-0.275110,-0.250129
17,0.319068,0.343612,36,-0.300091,-0.275110
16,0.294524,0.319068,39,-0.224561,-0.199342
16,0.294524,0.319068,38,-0.249781,-0.224561
17,0.319068,0.343612,39,-0.224561,-0.199342
17,0.319068,0.343612,38,-0.249781,-0.224561
18,0.343612,0.368155,33,-0.374812,-0.350283
18,0.343612,0.368155,32,-0.399340,-0.374812
19,0.368155,0.392699,33,-0.374812,-0.350283
19,0.368155,0.392699,32,-0.399340,-0.374812
18,0.343612,0.368155,35,-0.325188,-0.300437
18,0.343612,0.368155,34,-0.349939,-0.325188
19,0.368155,0.392699,35,-0.325188,-0.300437
19,0.368155,0.392699,34,-0.349939,-0.325188
18,0.343612,0.368155,37,-0.275110,-0.250129
18,0.343612,0.368155,36,-0.300091,-0.275110
19,0.368155,0.392699,37,-0.275110,-0.250129
19,0.368155,0.392699,36,-0.300091,-0.275110
18,0.343612,0.368155,39,-0.224561,-0.199342
18,0.343612,0.368155,38,-0.249781,-0.224561
19,0.368155,0.392699,39,-0.224561,-0.199342
19,0.368155,0.392699,38,-0.249781,-0.224561
20,0.392699,0.417243,33,-0.374812,-0.350283
20,0.392699,0.417243,32,-0.399340,-0.374812
21,0.417243,0.441786,33,-0.374812,-0.350283
21,0.417243,0.441786,32,-0.399340,-0.374812
20,0.392699,0.417243,35,-0.325188,-0.300437
20,0.392699,0.417243,34,-0.349939,-0.325188
21,0.417243,0.441786,35,-0.325188,-0.300437
21,0.417243,0.441786,34,-0.349939,-0.325188
20,0.392699,0.417243,37,-0.275110,-0.250129
20,0.392699,0.417243,36,-0.300091,-0.275110
21,0.417243,0.441786,37,-0.275110,-0.250129
21,0.417243,0.441786,36,-0.300091,-0.275110
20,0.392699,0.417243,39,-0.224561,-0.199342
20,0.392699,0.417243,38,-0.249781,-0.224561
21,0.417243,0.441786,39,-0.224561,-0.199342
21,0.417243,0.441786,38,-0.249781,-0.224561
22,0.441786,0.466330,33,-0.374812,-0.350283
22,0.441786,0.466330,32,-0.399340,-0.374812
23,0.466330,0.490874,33,-0.374812,-0.350283
23,0.466330,0.490874,32,-0.399340,-0.374812
22,0.441786,0.466330,35,-0.325188,-0.300437
22,0.441786,0.466330,34,-0.349939,-0.325188
23,0.466330,0.490874,35,-0.325188,-0.300437
23,0.466330,0.490874,34,-0.349939,-0.325188
22,0.441786,0.466330,37,-0.275110,-0.250129
22,0.441786,0.466330,36,-0.300091,-0.275110
23,0.466330,0.490874,37,-0.275110,-0.250129
23,0.466330,0.490874,36,-0.300091,-0.275110
22,0.441786,0.466330,39,-0.224561,-0.199342
22,0.441786,0.466330,38,-0.249781,-0.224561
23,0.466330,0.490874,39,-0.224561,-0.199342
23,0.466330,0.490874,38,-0.249781,-0.224561
16,0.294524,0.319068,25,-0.569000,-0.545310
16,0.294524,0.319068,24,-0.592690,-0.569000
17,0.319068,0.343612,25,-0.569000,-0.545310
17,0.319068,0.343612,24,-0.592690,-0.569000
16,0.294524,0.319068,27,-0.521080,-0.497186
16,0.294524,0.319068,26,-0.544974,-0.521080
17,0.319068,0.343612,27,-0.521080,-0.497186
17,0.319068,0.343612,26,-0.544974,-0.521080
16,0.294524,0.319068,29,-0.472747,-0.448646
16,0.294524,0.319068,28,-0.496848,-0.472747
17,0.319068,0.343612,29,-0.472747,-0.448646
17,0.319068,0.343612,28,-0.496848,-0.472747
16,0.294524,0.319068,31,-0.423994,-0.399682
16,0.294524,0.319068,30,-0.448306,-0.423994
17,0.319068,0.343612,31,-0.423994,-0.399682
17,0.319068,0.343612,30,-0.448306,-0.423994
18,0.343612,0.368155,25,-0.569000,-0.545310
18,0.343612,0.368155,24,-0.592690,-0.569000
19,0.368155,0.392699,25,-0.569000,-0.545310
19,0.368155,0.392699,24,-0.592690,-0.569000
18,0.343612,0.368155,27,-0.521080,-0.497186
18,0.343612,0.368155,26,-0.544974,-0.521080
19,0.368155,0.392699,27,-0.521080,-0.497186
19,0.368155,0.392699,26,-0.544974,-0.521080
18,0.343612,0.368155,29,-0.472747,-0.448646
18,0.343612,0.368155,28,-0.496848,-0.472747
19,0.368155,0.392699,29,-0.472747,-0.448646
19,0.368155,0.392699,28,-0.496848,-0.472747
18,0.343612,0.368155,31,-0.423994,-0.399682
18,0.343612,0.368155,30,-0.448306,-0.423994
19,0.368155,0.392699,31,-0.423994,-0.399682
19,0.368155,0.392699,30,-0.448306,-0.423994
20,0.392699,0.417243,25,-0.569000,-0.545310
20,0.392699,0.417243,24,-0.592690,-0.569000
21,0.417243,0.441786,25,-0.569000,-0.545310
21,0.417243,0.441786,24,-0.592690,-0.569000
20,0.392699,0.417243,27,-0.521080,-0.497186
20,0.392699,0.417243,26,-0.544974,-0.521080
21,0.417243,0.441786,27,-0.521080,-0.497186
21,0.417243,0.441786,26,-0.544974,-0.521080
20,0.392699,0.417243,29,-0.472747,-0.448646
20,0.392699,0.417243,28,-0.496848,-0.472747
21,0.417243,0.441786,29,-0.472747,-0.448646
21,0.417243,0.441786,28,-0.496848,-0.472747
20,0.392699,0.417243,31,-0.423994,-0.399682
20,0.392699,0.417243,30,-0.448306,-0.423994
21,0.417243,0.441786,31,-0.423994,-0.399682
21,0.417243,0.441786,30,-0.448306,-0.423994
22,0.441786,0.466330,25,-0.569000,-0.545310
22,0.441786,0.466330,24,-0.592690,-0.569000
23,0.466330,0.490874,25,-0.569000,-0.545310
23,0.466330,0.490874,24,-0.592690,-0.569000
22,0.441786,0.466330,27,-0.521080,-0.497186
22,0.441786,0.466330,26,-0.544974,-0.521080
23,0.466330,0.490874,27,-0.521080,-0.497186
23,0.466330,0.490874,26,-0.544974,-0.521080
22,0.441786,0.466330,29,-0.472747,-0.448646
22,0.441786,0.466330,28,-0.496848,-0.472747
23,0.466330,0.490874,29,-0.472747,-0.448646
23,0.466330,0.490874,28,-0.496848,-0.472747
22,0.441786,0.466330,31,-0.423994,-0.399682
22,0.441786,0.466330,30,-0.448306,-0.423994
23,0.466330,0.490874,31,-0.423994,-0.399682
23,0.466330,0.490874,30,-0.448306,-0.423994
16,0.294524,0.319068,17,-0.756634,-0.733744
16,0.294524,0.319068,16,-0.779524,-0.756634
17,0.319068,0.343612,17,-0.756634,-0.733744
17,0.319068,0.343612,16,-0.779524,-0.756634
16,0.294524,0.319068,19,-0.710327,-0.687239
16,0.294524,0.319068,18,-0.733416,-0.710327
17,0.319068,0.343612,19,-0.710327,-0.687239
17,0.319068,0.343612,18,-0.733416,-0.710327
16,0.294524,0.319068,21,-0.663620,-0.640332
16,0.294524,0.319068,20,-0.686909,-0.663620
17,0.319068,0.343612,21,-0.663620,-0.640332
17,0.319068,0.343612,20,-0.686909,-0.663620
16,0.294524,0.319068,23,-0.616512,-0.593024
16,0.294524,0.319068,22,-0.640000,-0.616512
17,0.319068,0.343612,23,-0.616512,-0.593024
17,0.319068,0.343612,22,-0.640000,-0.616512
18,0.343612,0.368155,17,-0.756634,-0.733744
18,0.343612,0.368155,16,-0.779524,-0.756634
19,0.368155,0.392699,17,-0.756634,-0.733744
19,0.368155,0.392699,16,-0.779524,-0.756634
18,0.343612,0.368155,19,-0.710327,-0.687239
18,0.343612,0.368155,18,-0.733416,-0.710327
19,0.368155,0.392699,19,-0.710327,-0.687239
19,0.368155,0.392699,18,-0.733416,-0.710327
18,0.343612,0.368155,21,-0.663620,-0.640332
18,0.343612,0.368155,20,-0.686909,-0.663620
19,0.368155,0.392699,21,-0.663620,-0.640332
19,0.368155,0.392699,20,-0.686909,-0.663620
18,0.343612,0.368155,23,-0.616512,-0.593024
18,0.343612,0.368155,22,-0.640000,-0.616512
19,0.368155,0.392699,23,-0.616512,-0.593024
19,0.368155,0.392699,22,-0.640000,-0.616512
20,0.392699,0.417243,17,-0.756634,-0.733744
20,0.392699,0.417243,16,-0.779524,-0.756634
21,0.417243,0.441786,17,-0.756634,-0.733744
21,0.417243,0.441786,16,-0.779524,-0.756634
20,0.392699,0.417243,19,-0.710327,-0.687239
20,0.392699,0.417243,18,-0.733416,-0.710327
21,0.417243,0.441786,19,-0.710327,-0.687239
21,0.417243,0.441786,18,-0.733416,-0.710327
20,0.392699,0.417243,21,-0.663620,-0.640332
20,0.392699,0.417243,20,-0.686909,-0.663620
21,0.417243,0.441786,21,-0.663620,-0.640332
21,0.417243,0.441786,20,-0.686909,-0.663620
20,0.392699,0.417243,23,-0.616512,-0.593024
20,0.392699,0.417243,22,-0.640000,-0.616512
21,0.417243,0.441786,23,-0.616512,-0.593024
21,0.417243,0.441786,22,-0.640000,-0.616512
22,0.441786,0.466330,17,-0.756634,-0.733744
22,0.441786,0.466330,16,-0.779524,-0.756634
23,0.466330,0.490874,17,-0.756634,-0.733744
23,0.466330,0.490874,16,-0.779524,-0.756634
22,0.441786,0.466330,19,-0.710327,-0.687239
22,0.441786,0.466330,18,-0.733416,-0.710327
23,0.466330,0.490874,19,-0.710327,-0.687239
23,0.466330,0.490874,18,-0.733416,-0.710327
22,0.441786,0.466330,21,-0.663620,-0.640332
22,0.441786,0.466330,20,-0.686909,-0.663620
23,0.466330,0.490874,21,-0.663620,-0.640332
23,0.466330,0.490874,20,-0.686909,-0.663620
22,0.441786,0.466330,23,-0.616512,-0.593024
22,0.441786,0.466330,22,-0.640000,-0.616512
23,0.466330,0.490874,23,-0.616512,-0.593024
23,0.466330,0.490874,22,-0.640000,-0.616512
16,0.294524,0.319068,9,-0.937848,-0.915759
16,0.294524,0.319068,8,-0.959937,-0.937848
17,0.319068,0.343612,9,-0.937848,-0.915759
17,0.319068,0.343612,8,-0.959937,-0.937848
16,0.294524,0.319068,11,-0.893150,-0.870859
16,0.294524,0.319068,10,-0.915440,-0.893150
17,0.319068,0.343612,11,-0.893150,-0.870859
17,0.319068,0.343612,10,-0.915440,-0.893150
16,0.294524,0.319068,13,-0.848046,-0.825555
16,0.294524,0.319068,12,-0.870537,-0.848046
17,0.319068,0.343612,13,-0.848046,-0.825555
17,0.319068,0.343612,12,-0.870537,-0.848046
16,0.294524,0.319068,15,-0.802541,-0.779850
16,0.294524,0.319068,14,-0.825231,-0.802541
17,0.319068,0.343612,15,-0.802541,-0.779850
17,0.319068,0.343612,14,-0.825231,-0.802541
18,0.343612,0.368155,9,-0.937848,-0.915759
18,0.343612,0.368155,8,-0.959937,-0.937848
19,0.368155,0.392699,9,-0.937848,-0.915759
19,0.368155,0.392699,8,-0.959937,-0.937848
18,0.343612,0.368155,11,-0.893150,-0.870859
18,0.343612,0.368155,10,-0.915440,-0.893150
19,0.368155,0.392699,11,-0.893150,-0.870859
19,0.368155,0.392699,10,-0.915440,-0.893150
18,0.343612,0.368155,13,-0.848046,-0.825555
18,0.343612,0.368155,12,-0.870537,-0.848046
19,0.368155,0.392699,13,-0.848046,-0.825555
19,0.368155,0.392699,12,-0.870537,-0.848046
18,0.343612,0.368155,15,-0.802541,-0.779850
18,0.343612,0.368155,14,-0.825231,-0.802541
19,0.368155,0.392699,15,-0.802541,-0.779850
19,0.368155,0.392699,14,-0.825231,-0.802541
20,0.392699,0.417243,9,-0.937848,-0.915759
20,0.392699,0.417243,8,-0.959937,-0.937848
21,0.417243,0.441786,9,-0.937848,-0.915759
21,0.417243,0.441786,8,-0.959937,-0.937848
20,0.392699,0.417243,11,-0.893150,-0.870859
20,0.392699,0.417243,10,-0.915440,-0.893150
21,0.417243,0.441786,11,-0.893150,-0.870859
21,0.417243,0.441786,10,-0.915440,-0.893150
20,0.392699,0.417243,13,-0.848046,-0.825555
20,0.392699,0.417243,12,-0.870537,-0.848046
21,0.417243,0.441786,13,-0.848046,-0.825555
21,0.417243,0.441786,12,-0.870537,-0.848046
20,0.392699,0.417243,15,-0.802541,-0.779850
20,0.392699,0.417243,14,-0.825231,-0.802541
21,0.417243,0.441786,15,-0.802541,-0.779850
21,0.417243,0.441786,14,-0.825231,-0.802541
22,0.441786,0.466330,9,-0.937848,-0.915759
22,0.441786,0.466330,8,-0.959937,-0.937848
23,0.466330,0.490874,9,-0.937848,-0.915759
23,0.466330,0.490874,8,-0.959937,-0.937848
22,0.441786,0.466330,11,-0.893150,-0.870859
22,0.441786,0.466330,10,-0.915440,-0.893150
23,0.466330,0.490874,11,-0.893150,-0.870859
23,0.466330,0.490874,10,-0.915440,-0.893150
22,0.441786,0.466330,13,-0.848046,-0.825555
22,0.441786,0.466330,12,-0.870537,-0.848046
23,0.466330,0.490874,13,-0.848046,-0.825555
23,0.466330,0.490874,12,-0.870537,-0.848046
22,0.441786,0.466330,15,-0.802541,-0.779850
22,0.441786,0.466330,14,-0.825231,-0.802541
23,0.466330,0.490874,15,-0.802541,-0.779850
23,0.466330,0.490874,14,-0.825231,-0.802541
16,0.294524,0.319068,1,-1.112542,-1.091275
16,0.294524,0.319068,0,-1.133810,-1.112542
17,0.319068,0.343612,1,-1.112542,-1.091275
17,0.319068,0.343612,0,-1.133810,-1.112542
16,0.294524,0.319068,3,-1.069490,-1.048015
16,0.294524,0.319068,2,-1.090965,-1.069490
17,0.319068,0.343612,3,-1.069490,-1.048015
17,0.319068,0.343612,2,-1.090965,-1.069490
16,0.294524,0.319068,5,-1.026021,-1.004340
16,0.294524,0.319068,4,-1.047703,-1.026021
17,0.319068,0.343612,5,-1.026021,-1.004340
17,0.319068,0.343612,4,-1.047703,-1.026021
16,0.294524,0.319068,7,-0.982140,-0.960254
16,0.294524,0.319068,6,-1.004026,-0.982140
