-1.13381,-1.11254 
-1.11254,-1.09127 
-1.09097,-1.06949 
-1.06949,-1.04801 
-1.0477,-1.02602
-1.02602,-1.00434
-1.00403,-0.98214
-0.98214,-0.960254
-0.959937,-0.937848
-0.937848,-0.915759
-0.91544,-0.89315
-0.89315,-0.870859
-0.870537,-0.848046
-0.848046,-0.825555
-0.825231,-0.802541
-0.802541,-0.77985
-0.779524,-0.756634
-0.756634,-0.733744
-0.733416,-0.710327
-0.710327,-0.687239
-0.686909,-0.66362
-0.66362,-0.640332
-0.64,-0.616512
-0.616512,-0.593024
-0.59269,-0.569
-0.569,-0.54531
-0.544974,-0.52108
-0.52108,-0.497186
-0.496848,-0.472747
-0.472747,-0.448646
-0.448306,-0.423994
-0.423994,-0.399682
-0.39934,-0.374812
-0.374812,-0.350283
-0.349939,-0.325188
-0.325188,-0.300437
-0.300091,-0.27511
-0.27511,-0.250129
-0.249781,-0.224561
-0.224561,-0.199342
-0.198991,-0.173523
-0.173523,-0.148054
-0.147685,-0.123759
-0.123759,-0.0998326
-0.0994572,-0.0754161
-0.0754161,-0.051375
-0.0509978,-0.0268971
-0.0268971,-0.00279632
0.00279632,0.0268971
0.0268971,0.0509978
0.051375,0.0754161
0.0754161,0.0994572
0.0998326,0.123759
0.123759,0.147685
0.148054,0.173523
0.173523,0.198991
0.199342,0.224561
0.224561,0.249781
0.250129,0.27511
0.27511,0.300091
0.300437,0.325188
0.325188,0.349939
0.350283,0.374812
0.374812,0.39934
0.399682,0.423994
0.423994,0.448306
0.448646,0.472747
0.472747,0.496848
0.497186,0.52108
0.52108,0.544974
0.54531,0.569
0.569,0.59269
0.593024,0.616512
0.616512,0.64
0.640332,0.66362
0.66362,0.686909
0.687239,0.710327
0.710327,0.733416
0.733744,0.756634
0.756634,0.779524
0.77985,0.802541
0.802541,0.825231
0.825555,0.848046
0.848046,0.870537
0.870859,0.89315
0.89315,0.91544
0.915759,0.937848
0.937848,0.959937
0.960254,0.98214
0.98214,1.00403
1.00434,1.02602
1.02602,1.0477
1.04801,1.06949
1.06949,1.09097
1.09127,1.11254
1.11254,1.13381
1.47262,1.49717
1.49717,1.52171
1.52171,1.54625
1.54625,1.5708
1.5708,1.59534
1.59534,1.61988
1.61988,1.64443
1.64443,1.66897
1.66897,1.69351
1.69351,1.71806
1.71806,1.7426
1.7426,1.76715
1.76715,1.79169
1.79169,1.81623
1.81623,1.84078
1.84078,1.86532
1.86532,1.88986
1.88986,1.91441
1.91441,1.93895
1.93895,1.9635
1.9635,1.98804
1.98804,2.01258
2.01258,2.03713
2.03713,2.06167
2.06167,2.08621
2.08621,2.11076
2.11076,2.1353
2.1353,2.15984
2.15984,2.18439
2.18439,2.20893
2.20893,2.23348
2.23348,2.25802
2.25802,2.28256
2.28256,2.30711
2.30711,2.33165
2.33165,2.35619
2.35619,2.38074
2.38074,2.40528
2.40528,2.42983
2.42983,2.45437
2.45437,2.47891
2.47891,2.50346
2.50346,2.528
2.528,2.55254
2.55254,2.57709
2.57709,2.60163
2.60163,2.62618
2.62618,2.65072
2.65072,2.67526
2.67526,2.69981
2.69981,2.72435
2.72435,2.74889
2.74889,2.77344
2.77344,2.79798
2.79798,2.82252
2.82252,2.84707
2.84707,2.87161
2.87161,2.89616
2.89616,2.9207
2.9207,2.94524
2.94524,2.96979
2.96979,2.99433
2.99433,3.01887
3.01887,3.04342
3.04342,3.06796
3.06796,3.09251
3.09251,3.11705
3.11705,3.14159
3.14159,3.16614
3.16614,3.19068
3.19068,3.21522
3.21522,3.23977
3.23977,3.26431
3.26431,3.28885
3.28885,3.3134
3.3134,3.33794
3.33794,3.36249
3.36249,3.38703
3.38703,3.41157
3.41157,3.43612
3.43612,3.46066
3.46066,3.4852
3.4852,3.50975
3.50975,3.53429
3.53429,3.55884
3.55884,3.58338
3.58338,3.60792
3.60792,3.63247
3.63247,3.65701
3.65701,3.68155
3.68155,3.7061
3.7061,3.73064
3.73064,3.75518
3.75518,3.77973
3.77973,3.80427
3.80427,3.82882
3.82882,3.85336
3.85336,3.8779
3.8779,3.90245
3.90245,3.92699
3.92699,3.95153
3.95153,3.97608
3.97608,4.00062
4.00062,4.02517
4.02517,4.04971
4.04971,4.07425
4.07425,4.0988
4.0988,4.12334
4.12334,4.14788
4.14788,4.17243
4.17243,4.19697
4.19697,4.22152
4.22152,4.24606
4.24606,4.2706
4.2706,4.29515
4.29515,4.31969
4.31969,4.34423
4.34423,4.36878
4.36878,4.39332
4.39332,4.41786
4.41786,4.44241
4.44241,4.46695
4.46695,4.4915
4.4915,4.51604
4.51604,4.54058
4.54058,4.56513
4.56513,4.58967
4.58967,4.61421
4.61421,4.63876
4.63876,4.6633
4.6633,4.68785
4.68785,4.71239
4.71239,4.73693
4.73693,4.76148
4.76148,4.78602
4.78602,4.81056
4.81056,4.83511
4.83511,4.85965
4.85965,4.88419
4.88419,4.90874
4.90874,4.93328
4.93328,4.95783
4.95783,4.98237
4.98237,5.00691
5.00691,5.03146
5.03146,5.056
5.056,5.08054
5.08054,5.10509
5.10509,5.12963
5.12963,5.15418
5.15418,5.17872
5.17872,5.20326
5.20326,5.22781
5.22781,5.25235
5.25235,5.27689
5.27689,5.30144
5.30144,5.32598
5.32598,5.35052
5.35052,5.37507
5.37507,5.39961
5.39961,5.42416
5.42416,5.4487
5.4487,5.47324
5.47324,5.49779
5.49779,5.52233
5.52233,5.54687
5.54687,5.57142
5.57142,5.59596
5.59596,5.62051
5.62051,5.64505
5.64505,5.66959
5.66959,5.69414
5.69414,5.71868
5.71868,5.74322
5.74322,5.76777
5.76777,5.79231
5.79231,5.81686
5.81686,5.8414
5.8414,5.86594
5.86594,5.89049
5.89049,5.91503
5.91503,5.93957
5.93957,5.96412
5.96412,5.98866
5.98866,6.0132
6.0132,6.03775
6.03775,6.06229
6.06229,6.08684
