-1.1,-1.00833
-1.00833,-0.916667
-0.916667,-0.825
-0.825,-0.733333
-0.733333,-0.641667
-0.641667,-0.55
-0.55,-0.458333
-0.458333,-0.366667
-0.366667,-0.275
-0.275,-0.183333
-0.183333,-0.0916667
-0.0916667,1.11022e-16
1.11022e-16,0.0916667
0.0916667,0.183333
0.183333,0.275
0.275,0.366667
0.366667,0.458333
0.458333,0.55
0.55,0.641667
0.641667,0.733333
0.733333,0.825
0.825,0.916667
0.916667,1.00833
1.00833,1.1
0.0240615,0.122236
0.122236,0.220411
0.220411,0.318586
0.318586,0.416761
0.416761,0.514935
0.514935,0.61311
0.61311,0.711285
0.711285,0.80946
0.80946,0.907634
0.907634,1.00581
1.00581,1.10398
1.10398,1.20216
1.20216,1.30033
1.30033,1.39851
1.39851,1.49668
1.49668,1.59486
1.59486,1.69303
1.69303,1.79121
1.79121,1.88938
1.88938,1.98756
1.98756,2.08573
2.08573,2.18391
2.18391,2.28208
2.28208,2.38026
2.38026,2.47843
2.47843,2.57661
2.57661,2.67478
2.67478,2.77296
2.77296,2.87113
2.87113,2.9693
2.9693,3.06748
3.06748,3.16565
3.16565,3.26383
3.26383,3.362
3.362,3.46018
3.46018,3.55835
3.55835,3.65653
3.65653,3.7547
3.7547,3.85288
3.85288,3.95105
3.95105,4.04923
4.04923,4.1474
4.1474,4.24558
4.24558,4.34375
4.34375,4.44193
4.44193,4.5401
4.5401,4.63828
4.63828,4.73645
4.73645,4.83463
4.83463,4.9328
4.9328,5.03097
5.03097,5.12915
5.12915,5.22732
5.22732,5.3255
5.3255,5.42367
5.42367,5.52185
5.52185,5.62002
5.62002,5.7182
5.7182,5.81637
5.81637,5.91455
5.91455,6.01272
6.01272,6.1109
6.1109,6.20907
6.20907,6.30725
